Vulnerability_ID,Date_Discovered,System_ID,Vulnerability_Type,Severity,CVSS_Score,Status,Date_Closed,Days_To_Remediate,Remediation_Owner,Business_Impact,Exploit_Available
VUL-2024-0462,2024-12-03,SYS-012,Outdated Software,High,8.5,In Progress,,,IT Operations,High,No
VUL-2024-0463,2024-03-20,SYS-030,Misconfiguration,High,7.5,Closed,2024-04-19,30,IT Operations,High,No
VUL-2024-0464,2024-02-14,SYS-013,Outdated Software,Medium,4.6,Closed,2024-02-25,11,Security Team,Medium,No
VUL-2024-0465,2025-04-26,SYS-014,Cross-Site Scripting,Medium,5.3,Closed,2025-05-12,16,Security Team,Low,No
VUL-2024-0466,2024-02-02,SYS-008,Weak Authentication,Medium,6.7,Closed,2024-02-14,12,IT Operations,Medium,No
VUL-2024-0467,2024-01-07,SYS-023,Cross-Site Scripting,Medium,4.6,In Progress,,,IT Operations,Low,No
VUL-2024-0468,2025-05-13,SYS-019,Weak Authentication,High,8.0,Closed,2025-06-09,27,Security Team,Medium,No
VUL-2024-0469,2024-01-21,SYS-029,SQL Injection,High,7.7,In Progress,,,Development Team,High,No
VUL-2024-0470,2025-04-08,SYS-030,Misconfiguration,Critical,10.0,In Progress,,,Development Team,High,No
VUL-2024-0471,2024-03-17,SYS-030,Misconfiguration,Medium,6.7,Closed,2024-03-30,13,Infrastructure Team,Medium,No
VUL-2024-0472,2025-05-01,SYS-010,Outdated Software,Medium,5.0,Closed,2025-05-18,17,Infrastructure Team,Medium,No
VUL-2024-0473,2025-04-29,SYS-012,SQL Injection,Critical,9.9,Closed,2025-06-01,33,Security Team,High,No
VUL-2024-0474,2025-04-03,SYS-023,Misconfiguration,Medium,6.8,Open,,,IT Operations,Medium,No
VUL-2024-0475,2024-11-20,SYS-009,Misconfiguration,High,7.3,Closed,2024-12-12,22,IT Operations,High,Yes
VUL-2024-0476,2025-05-29,SYS-017,Cross-Site Scripting,Low,1.7,Open,,,Security Team,Low,No
VUL-2024-0477,2025-10-04,SYS-006,Cross-Site Scripting,High,8.4,In Progress,,,Infrastructure Team,High,No
VUL-2024-0478,2025-06-21,SYS-029,Outdated Software,Low,0.7,Closed,2025-07-03,12,Security Team,Low,No
VUL-2024-0479,2025-04-09,SYS-019,Weak Authentication,Critical,9.2,Closed,2025-05-29,50,Security Team,High,Yes
VUL-2024-0480,2025-06-05,SYS-016,Misconfiguration,High,7.9,Closed,2025-06-30,25,Security Team,High,Yes
VUL-2024-0481,2024-04-14,SYS-024,SQL Injection,Low,3.6,Closed,2024-04-25,11,IT Operations,Low,No
VUL-2024-0482,2024-03-06,SYS-028,Outdated Software,High,8.6,In Progress,,,Development Team,High,No
VUL-2024-0483,2025-04-27,SYS-011,Outdated Software,High,7.7,Closed,2025-05-10,13,IT Operations,Medium,Yes
VUL-2024-0484,2025-10-17,SYS-018,Buffer Overflow,Medium,4.1,Closed,2025-11-02,16,IT Operations,Medium,No
VUL-2024-0485,2024-12-10,SYS-024,Outdated Software,Medium,5.3,Closed,2024-12-26,16,Infrastructure Team,Medium,No
VUL-2024-0486,2025-01-21,SYS-014,Buffer Overflow,Medium,5.5,Open,,,Security Team,Medium,Yes
VUL-2024-0487,2025-01-29,SYS-023,Cross-Site Scripting,Medium,6.6,Closed,2025-02-14,16,IT Operations,Low,No
VUL-2024-0488,2025-05-04,SYS-003,Buffer Overflow,High,7.9,Closed,2025-05-28,24,Development Team,Medium,No
VUL-2024-0489,2025-04-06,SYS-011,Outdated Software,Critical,9.0,Open,,,Security Team,High,Yes
VUL-2024-0490,2025-06-02,SYS-013,Outdated Software,Medium,6.1,Closed,2025-06-14,12,Security Team,Low,No
VUL-2024-0491,2024-01-25,SYS-008,Misconfiguration,High,7.9,Closed,2024-02-21,27,Security Team,Medium,Yes
VUL-2024-0492,2025-03-16,SYS-014,Outdated Software,Medium,4.2,Closed,2025-03-27,11,Development Team,Medium,No
VUL-2024-0493,2025-06-07,SYS-001,Cross-Site Scripting,Low,0.3,Closed,2025-06-22,15,Development Team,Low,No
VUL-2024-0494,2025-07-10,SYS-010,SQL Injection,Medium,4.1,Open,,,IT Operations,Medium,No
VUL-2024-0495,2025-03-26,SYS-018,Misconfiguration,High,8.4,Open,,,Development Team,High,No
VUL-2024-0496,2025-06-25,SYS-013,Misconfiguration,Medium,4.2,Closed,2025-07-11,16,IT Operations,Medium,No
VUL-2024-0497,2025-02-23,SYS-007,SQL Injection,Low,0.5,Closed,2025-03-08,13,Security Team,Low,No
VUL-2024-0498,2025-03-26,SYS-030,Outdated Software,High,7.8,Closed,2025-04-11,16,IT Operations,High,No
VUL-2024-0499,2025-04-16,SYS-017,Weak Authentication,Medium,5.4,Open,,,Development Team,Low,Yes
VUL-2024-0500,2024-01-21,SYS-024,Buffer Overflow,Medium,6.5,In Progress,,,Security Team,Medium,No
